cluster,silhouette
13,-0.04028357493784052
20,-0.0012740350961673288
3,0.06709302677552319
5,0.14335771507186457
11,0.1446901219618262
15,0.16535080102986083
19,0.18035788957026966
2,0.20593502130256852
1,0.22567231155664805
8,0.2654492202122576
10,0.29909878401664913
0,0.32578182656943855
6,0.33048900521131
4,0.3360399502563662
7,0.3660736120421394
18,0.4800397813443832
14,0.48728740436951845
17,0.5011391539479011
9,0.5087454444484996
16,0.5559302614948101
12,0.5664672349264146
