gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
ATP6V0B,115.03,0.58681,0.3665,1.6011,0.10936,0.47122,CD4,UC_vs_HC
B4GALT2,0.96539,0.88201,1.2908,0.68332,0.4944,,CD4,UC_vs_HC
CCDC24,0.68797,1.3853,1.547,0.89548,0.37053,,CD4,UC_vs_HC
SLC6A9,0.016984,-0.049433,4.0872,-0.012095,0.99035,,CD4,UC_vs_HC
AL139220.2,0.015009,-0.48265,4.1494,-0.11632,0.9074,,CD4,UC_vs_HC
DMAP1,26.197,-0.11425,0.25731,-0.44402,0.65703,0.90411,CD4,UC_vs_HC
ERI3,17.097,0.18505,0.29209,0.63353,0.52639,0.85257,CD4,UC_vs_HC
RNF220,14.328,0.0052266,0.32038,0.016314,0.98698,0.99674,CD4,UC_vs_HC
TMEM53,3.9617,0.36901,0.58532,0.63044,0.52841,0.85335,CD4,UC_vs_HC
ARMH1,16.721,0.10665,0.65629,0.1625,0.87091,0.96921,CD4,UC_vs_HC
KIF2C,2.5632,0.74117,0.74237,0.99839,0.31809,0.72327,CD4,UC_vs_HC
AL592166.1,0.077977,0.12752,4.0924,0.03116,0.97514,,CD4,UC_vs_HC
RPS8,6097.1,0.35892,0.23586,1.5218,0.12807,0.50137,CD4,UC_vs_HC
BEST4,0.29654,-1.409,1.9646,-0.71721,0.47324,,CD4,UC_vs_HC
PLK3,54.854,-1.3445,0.33387,-4.0271,5.646e-05,0.0044533,CD4,UC_vs_HC
TCTEX1D4,0.11833,0.11334,3.5398,0.03202,0.97446,,CD4,UC_vs_HC
BTBD19,3.3256,-0.45952,0.75605,-0.60779,0.54332,0.86067,CD4,UC_vs_HC
PTCH2,3.2807,-2.3438,0.94624,-2.477,0.013251,0.16097,CD4,UC_vs_HC
EIF2B3,15.363,0.26595,0.32052,0.82976,0.40668,0.7831,CD4,UC_vs_HC
HECTD3,6.9882,-0.13193,0.44032,-0.29963,0.76446,0.94,CD4,UC_vs_HC
UROD,16.626,0.48725,0.31957,1.5247,0.12733,0.50137,CD4,UC_vs_HC
ZSWIM5,0.53344,-0.043801,1.5763,-0.027788,0.97783,,CD4,UC_vs_HC
LINC01144,0.32816,-0.92146,2.0051,-0.45956,0.64583,,CD4,UC_vs_HC
HPDL,0.19616,1.3427,3.6524,0.36763,0.71315,,CD4,UC_vs_HC
MUTYH,10.397,-0.02873,0.3786,-0.075885,0.93951,0.98522,CD4,UC_vs_HC
TOE1,17.723,-0.36053,0.31859,-1.1317,0.25778,0.66455,CD4,UC_vs_HC
TESK2,3.3025,-0.74727,0.64601,-1.1567,0.24737,0.65505,CD4,UC_vs_HC
CCDC163,1.8989,-1.5263,1.0398,-1.4679,0.14214,,CD4,UC_vs_HC
MMACHC,1.2251,-0.67542,1.1274,-0.59909,0.54911,,CD4,UC_vs_HC
PRDX1,267.67,0.087954,0.26257,0.33497,0.73765,0.93478,CD4,UC_vs_HC
AKR1A1,50.502,0.30465,0.18612,1.6369,0.10166,0.45819,CD4,UC_vs_HC
NASP,169.87,-0.54688,0.31884,-1.7152,0.086305,0.42393,CD4,UC_vs_HC
CCDC17,0.60948,-0.14838,1.4812,-0.10018,0.9202,,CD4,UC_vs_HC
GPBP1L1,57.981,0.38122,0.19087,1.9973,0.045789,0.31407,CD4,UC_vs_HC
TMEM69,10.448,-0.35608,0.38722,-0.91956,0.3578,0.75122,CD4,UC_vs_HC
IPP,8.7642,0.69979,0.41757,1.6759,0.093765,0.44046,CD4,UC_vs_HC
MAST2,2.9304,-0.57856,0.63084,-0.91712,0.35908,0.75202,CD4,UC_vs_HC
PIK3R3,5.2178,-0.44248,0.68355,-0.64733,0.51742,0.84958,CD4,UC_vs_HC
AL358075.2,0.21993,0.56203,2.6254,0.21407,0.83049,,CD4,UC_vs_HC
TSPAN1,3.1008,-2.4565,0.84774,-2.8977,0.0037587,0.075788,CD4,UC_vs_HC
POMGNT1,9.6794,-0.051815,0.3886,-0.13334,0.89393,0.97318,CD4,UC_vs_HC
LURAP1,0.12838,0.45053,3.3701,0.13368,0.89365,,CD4,UC_vs_HC
RAD54L,0.23687,1.2551,2.148,0.58432,0.559,,CD4,UC_vs_HC
LRRC41,23.018,-0.47763,0.26993,-1.7695,0.076817,0.40016,CD4,UC_vs_HC
UQCRH,359.84,0.31563,0.1415,2.2306,0.02571,0.23214,CD4,UC_vs_HC
NSUN4,12.736,-0.50839,0.34128,-1.4896,0.13632,0.51689,CD4,UC_vs_HC
FAAH,0.98911,-1.1942,1.0482,-1.1393,0.25457,,CD4,UC_vs_HC
MKNK1-AS1,0.031277,0.089242,4.0661,0.021948,0.98249,,CD4,UC_vs_HC
MKNK1,29.901,-0.55724,0.25805,-2.1594,0.030819,0.25529,CD4,UC_vs_HC
MOB3C,9.2434,-0.16817,0.35176,-0.47809,0.63259,0.89787,CD4,UC_vs_HC
ATPAF1,11.086,-0.10018,0.73998,-0.13538,0.89231,0.97285,CD4,UC_vs_HC
TEX38,0.028959,-0.48398,4.1492,-0.11664,0.90714,,CD4,UC_vs_HC
EFCAB14-AS1,0.072166,-0.08416,3.9172,-0.021485,0.98286,,CD4,UC_vs_HC
EFCAB14,45.759,-0.042999,0.2161,-0.19898,0.84228,0.96487,CD4,UC_vs_HC
CYP4B1,0.015009,-0.48265,4.1494,-0.11632,0.9074,,CD4,UC_vs_HC
PDZK1IP1,0.18369,0.75442,3.0467,0.24762,0.80443,,CD4,UC_vs_HC
STIL,1.0977,0.32057,1.1887,0.26967,0.78741,,CD4,UC_vs_HC
CMPK1,60.11,-0.5593,0.42503,-1.3159,0.1882,0.58484,CD4,UC_vs_HC
LINC01389,0.015009,-0.48265,4.1494,-0.11632,0.9074,,CD4,UC_vs_HC
FOXD2-AS1,0.97013,-1.0188,1.1413,-0.89267,0.37204,,CD4,UC_vs_HC
