gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
PTGER3,1.353,0.30188,1.2577,0.24003,0.81031,0.99973,Mast,UC_vs_CD
AL031429.1,0.58033,-0.017711,3.2355,-0.0054739,0.99563,0.99973,Mast,UC_vs_CD
ZRANB2-AS1,0.12369,-0.38259,3.7257,-0.10269,0.91821,0.99973,Mast,UC_vs_CD
ZRANB2,11.078,-0.87933,0.35724,-2.4615,0.013836,0.99973,Mast,UC_vs_CD
LRRIQ3,0.026237,0.13993,4.1431,0.033775,0.97306,0.99973,Mast,UC_vs_CD
FPGT,0.71318,0.32003,1.1989,0.26693,0.78953,0.99973,Mast,UC_vs_CD
FPGT-TNNI3K,0.044965,-0.21643,3.2048,-0.067534,0.94616,0.99973,Mast,UC_vs_CD
TNNI3K,0.055411,-0.29181,4.0477,-0.072093,0.94253,0.99973,Mast,UC_vs_CD
AC135803.1,0.018728,-0.089249,4.0787,-0.021882,0.98254,0.99973,Mast,UC_vs_CD
CRYZ,0.84724,-0.64418,1.2525,-0.51434,0.60702,0.99973,Mast,UC_vs_CD
TYW3,2.5981,0.20948,0.58663,0.35709,0.72103,0.99973,Mast,UC_vs_CD
ACADM,5.0123,0.20074,0.51659,0.38859,0.69758,0.99973,Mast,UC_vs_CD
RABGGTB,3.5084,-0.17328,0.69856,-0.24806,0.80409,0.99973,Mast,UC_vs_CD
ST6GALNAC3,0.056306,-0.020438,3.153,-0.0064822,0.99483,0.99973,Mast,UC_vs_CD
PIGK,1.4568,0.0049089,0.68441,0.0071725,0.99428,0.99973,Mast,UC_vs_CD
AC118549.1,0.98009,-0.78201,0.87161,-0.89721,0.36961,0.99973,Mast,UC_vs_CD
USP33,2.7739,-0.74397,0.57183,-1.301,0.19324,0.99973,Mast,UC_vs_CD
MIGA1,1.0825,0.30568,0.9072,0.33695,0.73616,0.99973,Mast,UC_vs_CD
NEXN,0.12061,1.3456,1.7869,0.75304,0.45143,0.99973,Mast,UC_vs_CD
FUBP1,4.4613,-0.50812,0.54792,-0.92737,0.35374,0.99973,Mast,UC_vs_CD
DNAJB4,5.4504,-2.5609,0.86423,-2.9632,0.0030447,0.99973,Mast,UC_vs_CD
AC103591.3,1.4341,-1.6403,1.0038,-1.6342,0.10221,0.99973,Mast,UC_vs_CD
IFI44L,0.2738,-0.13298,1.4659,-0.090717,0.92772,0.99973,Mast,UC_vs_CD
IFI44,0.78093,1.6997,1.1778,1.4431,0.14898,0.99973,Mast,UC_vs_CD
ADGRL4,0.055411,-0.29181,4.0477,-0.072093,0.94253,0.99973,Mast,UC_vs_CD
LINC01781,0.069889,0.81831,3.3702,0.24281,0.80816,0.99973,Mast,UC_vs_CD
ADGRL2,0.10737,0.27803,4.1264,0.067378,0.94628,0.99973,Mast,UC_vs_CD
TTLL7,2.3593,0.16675,0.75127,0.22196,0.82434,0.99973,Mast,UC_vs_CD
AL359504.2,0.039522,-0.42846,4.0675,-0.10534,0.91611,0.99973,Mast,UC_vs_CD
PRKACB,5.1204,0.38102,0.49518,0.76946,0.44162,0.99973,Mast,UC_vs_CD
SAMD13,0.2393,0.94336,1.4826,0.6363,0.52458,0.99973,Mast,UC_vs_CD
RPF1,2.0305,-0.36083,0.63323,-0.56983,0.56879,0.99973,Mast,UC_vs_CD
GNG5,23.582,-0.62325,0.30125,-2.0689,0.038554,0.99973,Mast,UC_vs_CD
SPATA1,0.25441,0.21287,1.9157,0.11112,0.91152,0.99973,Mast,UC_vs_CD
