gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
AL627309.1,0.17054,0.76752,2.0987,0.36572,0.71457,,CD8,CD_vs_HC
AL669831.5,5.0409,0.95279,0.46628,2.0434,0.041013,0.2879,CD8,CD_vs_HC
FAM87B,0.015566,0.39698,4.0161,0.098847,0.92126,,CD8,CD_vs_HC
LINC00115,4.0206,-0.80752,0.53555,-1.5078,0.1316,,CD8,CD_vs_HC
FAM41C,2.6536,-0.94957,0.74829,-1.269,0.20445,,CD8,CD_vs_HC
AL645608.3,0.11131,-0.04673,4.0819,-0.011448,0.99087,,CD8,CD_vs_HC
AL645608.1,0.05528,-0.057926,3.9424,-0.014693,0.98828,,CD8,CD_vs_HC
SAMD11,0.031132,0.69268,3.983,0.17391,0.86194,,CD8,CD_vs_HC
NOC2L,30.736,-0.52044,0.20413,-2.5495,0.010787,0.1613,CD8,CD_vs_HC
KLHL17,1.1615,-0.48879,0.903,-0.54129,0.58831,,CD8,CD_vs_HC
PLEKHN1,2.4039,-0.94161,0.79344,-1.1867,0.23533,,CD8,CD_vs_HC
PERM1,0.18953,-0.64088,2.4663,-0.25986,0.79497,,CD8,CD_vs_HC
AL645608.8,1.3479,-0.13283,0.74174,-0.17908,0.85787,,CD8,CD_vs_HC
HES4,4.2126,-1.5627,1.1925,-1.3105,0.19004,,CD8,CD_vs_HC
ISG15,266.94,-0.69796,0.39593,-1.7628,0.07793,0.37907,CD8,CD_vs_HC
AL645608.2,0.073409,-0.043574,4.082,-0.010675,0.99148,,CD8,CD_vs_HC
AGRN,1.4376,1.1353,0.7883,1.4402,0.14982,,CD8,CD_vs_HC
AL645608.9,0.20853,0.50954,2.3655,0.2154,0.82945,,CD8,CD_vs_HC
C1orf159,2.0364,0.005572,0.62556,0.0089071,0.99289,,CD8,CD_vs_HC
AL390719.2,0.1819,-1.0845,2.7738,-0.39098,0.69581,,CD8,CD_vs_HC
TTLL10-AS1,0.061355,-0.52763,4.0136,-0.13146,0.89541,,CD8,CD_vs_HC
TTLL10,0.96919,-1.5556,0.99359,-1.5656,0.11744,,CD8,CD_vs_HC
TNFRSF18,69.375,1.8561,0.94002,1.9745,0.048319,0.31002,CD8,CD_vs_HC
TNFRSF4,16.272,2.8741,0.76938,3.7355,0.00018732,0.024966,CD8,CD_vs_HC
SDF4,19.944,0.14224,0.49746,0.28593,0.77494,0.92913,CD8,CD_vs_HC
B3GALT6,4.0832,1.2814,0.65947,1.943,0.052015,,CD8,CD_vs_HC
C1QTNF12,0.33703,0.64297,1.9061,0.33732,0.73587,,CD8,CD_vs_HC
AL162741.1,0.18615,-0.050043,2.4564,-0.020372,0.98375,,CD8,CD_vs_HC
UBE2J2,14.449,0.6812,0.49177,1.3852,0.16599,0.52158,CD8,CD_vs_HC
LINC01786,0.067065,0.14658,3.9381,0.037219,0.97031,,CD8,CD_vs_HC
SCNN1D,0.61238,0.95027,1.312,0.72431,0.46887,,CD8,CD_vs_HC
ACAP3,3.3805,-0.63801,0.67646,-0.94316,0.3456,,CD8,CD_vs_HC
PUSL1,7.0826,1.4398,0.59141,2.4344,0.014915,0.18404,CD8,CD_vs_HC
INTS11,23.086,-0.45087,0.23766,-1.8971,0.057816,0.33364,CD8,CD_vs_HC
CPTP,4.4864,0.31519,0.55935,0.5635,0.5731,,CD8,CD_vs_HC
TAS1R3,0.24345,0.96617,2.3853,0.40504,0.68544,,CD8,CD_vs_HC
DVL1,1.7676,0.83905,0.70893,1.1835,0.2366,,CD8,CD_vs_HC
MXRA8,0.14244,0.74767,3.9753,0.18808,0.85082,,CD8,CD_vs_HC
AURKAIP1,68.996,1.8287,0.61078,2.9941,0.0027523,0.087784,CD8,CD_vs_HC
CCNL2,24.811,0.42167,0.31447,1.3409,0.17996,0.54088,CD8,CD_vs_HC
MRPL20,104.16,-0.13845,0.1595,-0.86803,0.38538,0.72135,CD8,CD_vs_HC
AL391244.3,0.63636,1.0077,1.1516,0.87506,0.38154,,CD8,CD_vs_HC
VWA1,0.024554,-0.046732,4.0802,-0.011453,0.99086,,CD8,CD_vs_HC
ATAD3C,1.0977,-0.61733,0.83985,-0.73505,0.46231,,CD8,CD_vs_HC
ATAD3B,5.7494,0.026236,0.4241,0.061863,0.95067,0.988,CD8,CD_vs_HC
ATAD3A,3.7585,0.57576,0.56247,1.0236,0.30601,,CD8,CD_vs_HC
SSU72,60.572,-0.049082,0.23557,-0.20836,0.83495,0.95069,CD8,CD_vs_HC
AL645728.1,4.3166,-1.1103,0.48327,-2.2975,0.02159,,CD8,CD_vs_HC
FNDC10,0.26265,-1.0476,2.0517,-0.51058,0.60964,,CD8,CD_vs_HC
AL691432.2,1.601,0.79551,0.8862,0.89767,0.36936,,CD8,CD_vs_HC
MIB2,14.746,0.52822,0.86423,0.61121,0.54106,0.82519,CD8,CD_vs_HC
MMP23B,1.8875,-1.2984,0.99112,-1.31,0.1902,,CD8,CD_vs_HC
CDK11B,33.375,-0.46561,0.26049,-1.7875,0.073863,0.36789,CD8,CD_vs_HC
FO704657.1,0.4937,0.77984,2.0248,0.38515,0.70013,,CD8,CD_vs_HC
SLC35E2B,10.72,0.4923,0.39595,1.2433,0.21374,0.57696,CD8,CD_vs_HC
CDK11A,37.738,-0.64153,0.20801,-3.0841,0.0020418,0.075474,CD8,CD_vs_HC
SLC35E2A,5.3068,0.42957,0.50617,0.84866,0.39607,0.72897,CD8,CD_vs_HC
NADK,6.6525,-0.3649,0.35953,-1.0149,0.31014,0.66665,CD8,CD_vs_HC
GNB1,59.229,0.31922,0.18244,1.7497,0.080163,0.38329,CD8,CD_vs_HC
AL109917.1,0.42495,1.1648,3.2831,0.35478,0.72276,,CD8,CD_vs_HC
TMEM52,0.17144,-0.6333,3.8678,-0.16374,0.86994,,CD8,CD_vs_HC
CFAP74,0.12969,-0.94496,3.1943,-0.29583,0.76736,,CD8,CD_vs_HC
AL391845.2,0.015566,0.39698,4.0161,0.098847,0.92126,,CD8,CD_vs_HC
GABRD,0.040035,0.80196,3.9695,0.20203,0.83989,,CD8,CD_vs_HC
AL391845.1,0.018335,-0.50658,4.0153,-0.12616,0.8996,,CD8,CD_vs_HC
PRKCZ,3.3068,0.32886,0.61608,0.5338,0.59348,,CD8,CD_vs_HC
AL590822.2,1.3019,-0.89955,0.99823,-0.90114,0.36751,,CD8,CD_vs_HC
PRKCZ-AS1,0.11152,1.2494,2.5567,0.48867,0.62508,,CD8,CD_vs_HC
FAAP20,27.464,1.9168,0.72753,2.6346,0.0084228,0.14093,CD8,CD_vs_HC
SKI,22.1,0.10778,0.30729,0.35074,0.72578,0.91137,CD8,CD_vs_HC
MORN1,0.5616,1.1388,1.4578,0.78119,0.43469,,CD8,CD_vs_HC
RER1,51.329,1.102,0.45036,2.447,0.014407,0.182,CD8,CD_vs_HC
PEX10,0.92981,0.85905,0.98061,0.87603,0.38101,,CD8,CD_vs_HC
PLCH2,2.8933,0.87195,0.8458,1.0309,0.30258,,CD8,CD_vs_HC
PANK4,3.8198,0.1954,0.47972,0.40733,0.68376,,CD8,CD_vs_HC
AL139246.5,12.031,1.791,0.85257,2.1007,0.035667,0.27149,CD8,CD_vs_HC
TNFRSF14-AS1,7.2385,0.2695,0.46003,0.58583,0.55799,0.83344,CD8,CD_vs_HC
TNFRSF14,53,0.37707,0.38875,0.96994,0.33207,0.68285,CD8,CD_vs_HC
AL139246.3,1.1931,0.39338,1.1981,0.32834,0.74265,,CD8,CD_vs_HC
FAM213B,3.1686,0.80431,0.54147,1.4854,0.13744,,CD8,CD_vs_HC
MMEL1,0.034718,-0.52763,4.0136,-0.13146,0.89541,,CD8,CD_vs_HC
TTC34,0.23962,1.1309,2.3453,0.48219,0.62967,,CD8,CD_vs_HC
PRDM16,0.078063,-0.057926,3.9424,-0.014693,0.98828,,CD8,CD_vs_HC
ARHGEF16,0.13888,-0.98342,2.3896,-0.41154,0.68068,,CD8,CD_vs_HC
MEGF6,0.52604,0.99537,1.2542,0.79364,0.42741,,CD8,CD_vs_HC
AL513320.1,0.38407,1.8814,1.7708,1.0625,0.28802,,CD8,CD_vs_HC
TPRG1L,5.9739,-0.01083,0.45628,-0.023735,0.98106,0.99491,CD8,CD_vs_HC
WRAP73,13.896,0.23807,0.41232,0.57739,0.56368,0.83604,CD8,CD_vs_HC
TP73,0.82583,1.0653,1.411,0.75502,0.45024,,CD8,CD_vs_HC
