gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
HEYL,0.20493,-1.3037,2.4874,-0.52409,0.60021,,PC IgA,UC_vs_CD
HPCAL4,0.47857,-1.3438,1.9911,-0.67491,0.49973,,PC IgA,UC_vs_CD
PPIE,41.558,0.73971,0.23863,3.0998,0.0019363,0.032708,PC IgA,UC_vs_CD
BMP8B,8.6646,0.32875,0.54582,0.60231,0.54697,0.76418,PC IgA,UC_vs_CD
OXCT2,4.7774,-0.039838,0.52511,-0.075866,0.93953,,PC IgA,UC_vs_CD
AL033527.3,0.35273,-1.033,1.8916,-0.54608,0.58501,,PC IgA,UC_vs_CD
AL033527.5,6.3546,0.038519,0.52981,0.072703,0.94204,,PC IgA,UC_vs_CD
AL033527.4,0.62439,0.49428,1.6878,0.29286,0.76963,,PC IgA,UC_vs_CD
TRIT1,4.5148,0.44993,0.49791,0.90364,0.36619,,PC IgA,UC_vs_CD
MYCL,0.3783,-0.15064,1.3192,-0.11419,0.90909,,PC IgA,UC_vs_CD
MFSD2A,6.0744,-0.067347,0.41384,-0.16273,0.87073,,PC IgA,UC_vs_CD
CAP1,102.27,0.2875,0.26165,1.0988,0.27185,0.5411,PC IgA,UC_vs_CD
PPT1,36.193,0.012954,0.25528,0.050745,0.95953,0.98076,PC IgA,UC_vs_CD
RLF,28.4,-0.39282,0.37965,-1.0347,0.3008,0.57126,PC IgA,UC_vs_CD
TMCO2,0.24327,-1.7803,3.1512,-0.56496,0.5721,,PC IgA,UC_vs_CD
AL050341.2,4.3663,-0.63113,0.56371,-1.1196,0.26288,,PC IgA,UC_vs_CD
ZMPSTE24,27.611,0.12469,0.22787,0.54719,0.58425,0.78859,PC IgA,UC_vs_CD
COL9A2,7.6104,-1.9998,0.58449,-3.4214,0.00062309,,PC IgA,UC_vs_CD
SMAP2,85.93,-0.1458,0.27155,-0.53691,0.59133,0.79351,PC IgA,UC_vs_CD
ZFP69B,4.1822,0.60921,0.53399,1.1409,0.25392,,PC IgA,UC_vs_CD
ZFP69,0.59838,-1.0161,1.354,-0.75043,0.45299,,PC IgA,UC_vs_CD
AL603839.3,0.41805,-0.72546,1.6809,-0.43158,0.66605,,PC IgA,UC_vs_CD
EXO5,1.5608,-0.011278,0.70937,-0.015899,0.98732,,PC IgA,UC_vs_CD
ZNF684,2.7623,0.5477,0.59314,0.92339,0.35581,,PC IgA,UC_vs_CD
RIMS3,0.30104,0.18773,1.8692,0.10043,0.92,,PC IgA,UC_vs_CD
NFYC-AS1,2.4313,-1.0295,0.63896,-1.6112,0.10714,,PC IgA,UC_vs_CD
NFYC,28.451,0.016949,0.22373,0.075758,0.93961,0.97525,PC IgA,UC_vs_CD
KCNQ4,0.14804,0.22409,2.1114,0.10613,0.91548,,PC IgA,UC_vs_CD
CITED4,0.54195,-1.4237,1.6821,-0.84635,0.39736,,PC IgA,UC_vs_CD
CTPS1,7.0259,0.74148,0.39356,1.884,0.059561,,PC IgA,UC_vs_CD
SLFNL1-AS1,0.42458,-1.3126,1.6217,-0.80943,0.41827,,PC IgA,UC_vs_CD
SLFNL1,0.641,-1.9805,1.5665,-1.2643,0.20613,,PC IgA,UC_vs_CD
SCMH1,11.54,-0.59335,0.39217,-1.513,0.13028,0.36905,PC IgA,UC_vs_CD
AC093151.3,0.24872,0.26936,2.1884,0.12308,0.90204,,PC IgA,UC_vs_CD
FOXO6,0.078178,-2.2522,4.0132,-0.56119,0.57467,,PC IgA,UC_vs_CD
EDN2,0.034126,-1.1446,4.1169,-0.27803,0.78099,,PC IgA,UC_vs_CD
HIVEP3,1.3178,0.052389,0.84348,0.062111,0.95047,,PC IgA,UC_vs_CD
GUCA2B,1.2413,-2.7161,1.3821,-1.9651,0.049399,,PC IgA,UC_vs_CD
GUCA2A,3.9217,-4.5756,1.1536,-3.9664,7.2965e-05,,PC IgA,UC_vs_CD
FOXJ3,17.691,-0.5,0.36249,-1.3794,0.16779,0.4226,PC IgA,UC_vs_CD
RIMKLA,1.369,-0.41372,1.7917,-0.23091,0.81738,,PC IgA,UC_vs_CD
ZMYND12,0.99018,-0.89689,1.0615,-0.84496,0.39813,,PC IgA,UC_vs_CD
PPCS,89.746,0.45613,0.28671,1.5909,0.11164,0.34009,PC IgA,UC_vs_CD
CCDC30,3.1676,0.2681,0.56716,0.47271,0.63642,,PC IgA,UC_vs_CD
PPIH,29.711,0.78767,0.26596,2.9617,0.0030597,0.044332,PC IgA,UC_vs_CD
AC098484.2,0.017151,-0.60528,4.047,-0.14956,0.88111,,PC IgA,UC_vs_CD
YBX1,317.45,-0.35123,0.59032,-0.59499,0.55185,0.7671,PC IgA,UC_vs_CD
CLDN19,0.019447,-1.726,4.0626,-0.42486,0.67094,,PC IgA,UC_vs_CD
P3H1,6.351,-0.12258,0.42009,-0.2918,0.77044,,PC IgA,UC_vs_CD
C1orf50,5.6177,0.36261,0.48037,0.75486,0.45033,,PC IgA,UC_vs_CD
AC098484.3,0.010074,-1.1982,4.1149,-0.29118,0.77092,,PC IgA,UC_vs_CD
TMEM269,0.31174,-0.77272,1.557,-0.49627,0.6197,,PC IgA,UC_vs_CD
SVBP,24.845,0.276,0.36337,0.75957,0.44751,0.6954,PC IgA,UC_vs_CD
ERMAP,2.4403,1.2388,0.74439,1.6642,0.09608,,PC IgA,UC_vs_CD
AL512353.1,1.0039,-1.0086,1.4274,-0.70659,0.47982,,PC IgA,UC_vs_CD
ZNF691,3.1287,0.72921,0.6639,1.0984,0.27204,,PC IgA,UC_vs_CD
SLC2A1,8.2335,-0.18852,0.37066,-0.5086,0.61103,0.80299,PC IgA,UC_vs_CD
SLC2A1-AS1,0.84023,1.0369,1.1425,0.90756,0.36411,,PC IgA,UC_vs_CD
EBNA1BP2,72.016,0.57924,0.19324,2.9975,0.0027218,0.040827,PC IgA,UC_vs_CD
CFAP57,0.33639,0.73644,1.542,0.47759,0.63294,,PC IgA,UC_vs_CD
TMEM125,2.349,-1.9665,0.81159,-2.423,0.015393,,PC IgA,UC_vs_CD
C1orf210,0.010074,-1.1982,4.1149,-0.29118,0.77092,,PC IgA,UC_vs_CD
TIE1,0.058342,-2.2882,4.0189,-0.56936,0.56911,,PC IgA,UC_vs_CD
MPL,0.01927,-0.83315,4.0397,-0.20624,0.8366,,PC IgA,UC_vs_CD
AL139289.2,2.9827,-0.35126,0.58278,-0.60273,0.54669,,PC IgA,UC_vs_CD
CDC20,2.504,0.10716,0.91246,0.11744,0.90651,,PC IgA,UC_vs_CD
ELOVL1,15.779,0.28419,0.32168,0.88346,0.37699,0.63925,PC IgA,UC_vs_CD
MED8,102.86,0.64597,0.20329,3.1776,0.0014852,0.026911,PC IgA,UC_vs_CD
AL139289.1,0.073849,-1.3487,4.1119,-0.328,0.74291,,PC IgA,UC_vs_CD
SZT2,15.657,-0.25803,0.25223,-1.023,0.30631,0.57549,PC IgA,UC_vs_CD
SZT2-AS1,0.065154,-0.68941,4.0342,-0.17089,0.86431,,PC IgA,UC_vs_CD
HYI,45.68,-0.43311,0.75759,-0.57169,0.56753,0.7781,PC IgA,UC_vs_CD
PTPRF,1.7619,-2.1383,0.81219,-2.6328,0.0084694,,PC IgA,UC_vs_CD
AL451062.3,0.010074,-1.1982,4.1149,-0.29118,0.77092,,PC IgA,UC_vs_CD
KDM4A,7.5314,-0.23537,0.38332,-0.61403,0.5392,,PC IgA,UC_vs_CD
KDM4A-AS1,0.88748,1.2753,1.0154,1.2559,0.20914,,PC IgA,UC_vs_CD
ST3GAL3,3.7424,-0.61462,0.55853,-1.1004,0.27115,,PC IgA,UC_vs_CD
AL451062.1,0.010074,-1.1982,4.1149,-0.29118,0.77092,,PC IgA,UC_vs_CD
AL357079.1,1.5906,0.074911,0.80537,0.093015,0.92589,,PC IgA,UC_vs_CD
IPO13,5.1781,0.28218,0.5277,0.53473,0.59284,,PC IgA,UC_vs_CD
DPH2,11.003,0.20743,0.34212,0.6063,0.54431,0.76239,PC IgA,UC_vs_CD
ATP6V0B,480.66,0.58108,0.35239,1.649,0.099155,0.32038,PC IgA,UC_vs_CD
B4GALT2,12.775,-0.34629,0.26751,-1.2945,0.19549,0.45987,PC IgA,UC_vs_CD
CCDC24,1.2763,-0.86648,0.93914,-0.92262,0.3562,,PC IgA,UC_vs_CD
SLC6A9,8.9615,-0.28757,0.37163,-0.77381,0.43904,0.68819,PC IgA,UC_vs_CD
AL139220.2,1.9974,-0.80382,0.88319,-0.91013,0.36275,,PC IgA,UC_vs_CD
DMAP1,31.162,0.30812,0.24003,1.2837,0.19926,0.46495,PC IgA,UC_vs_CD
ERI3,27.967,0.44548,0.23765,1.8745,0.060861,0.24785,PC IgA,UC_vs_CD
RNF220,14.73,-0.37292,0.37346,-0.99857,0.318,0.58646,PC IgA,UC_vs_CD
TMEM53,2.1437,1.0718,0.84825,1.2636,0.20638,,PC IgA,UC_vs_CD
ARMH1,0.28376,-2.2093,2.2507,-0.98159,0.3263,,PC IgA,UC_vs_CD
KIF2C,1.2343,0.42846,1.3457,0.31838,0.7502,,PC IgA,UC_vs_CD
AL592166.1,0.53808,0.75315,1.7046,0.44183,0.65861,,PC IgA,UC_vs_CD
RPS8,8297.3,0.5826,0.27092,2.1505,0.031518,0.17276,PC IgA,UC_vs_CD
BEST4,0.50022,-1.0329,1.5481,-0.66721,0.50463,,PC IgA,UC_vs_CD
PLK3,18.499,-0.37605,0.38454,-0.97792,0.32811,0.59587,PC IgA,UC_vs_CD
TCTEX1D4,0.062157,-0.17656,3.9875,-0.044278,0.96468,,PC IgA,UC_vs_CD
BTBD19,0.70912,-0.92337,1.1451,-0.80634,0.42005,,PC IgA,UC_vs_CD
