gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
C1orf50,2.5441,-0.81567,0.74111,-1.1006,0.27107,0.9997,B cell,UC_vs_HC
AC098484.3,0.0113,0.76629,4.4748,0.17125,0.86403,0.9997,B cell,UC_vs_HC
AC098484.1,0.10005,0.16018,4.3476,0.036844,0.97061,0.9997,B cell,UC_vs_HC
SVBP,10.851,0.26945,0.57229,0.47083,0.63777,0.9997,B cell,UC_vs_HC
ERMAP,0.68558,2.2768,1.9743,1.1532,0.24882,0.9997,B cell,UC_vs_HC
AL512353.1,0.53903,0.72884,2.0335,0.35841,0.72003,0.9997,B cell,UC_vs_HC
ZNF691,0.78438,-0.31926,1.2247,-0.26068,0.79434,0.9997,B cell,UC_vs_HC
SLC2A1,7.289,0.18723,0.48967,0.38236,0.7022,0.9997,B cell,UC_vs_HC
SLC2A1-AS1,0.41721,2.0085,2.1461,0.93589,0.34933,0.9997,B cell,UC_vs_HC
EBNA1BP2,9.3804,-0.038828,0.41904,-0.092658,0.92617,0.9997,B cell,UC_vs_HC
CFAP57,0.031997,1.3365,4.3943,0.30415,0.76101,0.9997,B cell,UC_vs_HC
TIE1,0.21102,1.7983,2.3222,0.77437,0.43871,0.9997,B cell,UC_vs_HC
AL139289.2,0.086801,0.52319,2.1845,0.2395,0.81072,0.9997,B cell,UC_vs_HC
CDC20,0.68619,2.5219,2.9093,0.86683,,,B cell,UC_vs_HC
ELOVL1,8.2112,1.0451,0.5283,1.9782,0.04791,0.9997,B cell,UC_vs_HC
MED8,8.933,0.28613,0.46695,0.61276,0.54003,0.9997,B cell,UC_vs_HC
SZT2,3.5135,-0.94677,0.79568,-1.1899,0.23409,0.9997,B cell,UC_vs_HC
HYI,1.0275,1.1005,1.5703,0.70087,0.48338,0.9997,B cell,UC_vs_HC
PTPRF,0.70086,-0.90049,1.6171,-0.55685,0.57763,0.9997,B cell,UC_vs_HC
AL451062.3,0.036929,0.75125,4.4735,0.16794,0.86663,0.9997,B cell,UC_vs_HC
KDM4A,2.2934,-0.019223,0.7848,-0.024494,0.98046,0.9997,B cell,UC_vs_HC
KDM4A-AS1,0.4604,1.5577,1.7829,0.8737,0.38228,0.9997,B cell,UC_vs_HC
ST3GAL3,1.5465,-0.5666,1.0446,-0.54242,0.58753,0.9997,B cell,UC_vs_HC
AL451062.1,0.14086,0.80412,3.5314,0.2277,0.81988,0.9997,B cell,UC_vs_HC
AL357079.1,0.0051756,0.98745,4.4578,0.22151,0.82469,0.9997,B cell,UC_vs_HC
IPO13,0.66988,0.30061,1.3197,0.22778,0.81982,0.9997,B cell,UC_vs_HC
DPH2,2.5081,0.64512,0.79269,0.81384,0.41574,0.9997,B cell,UC_vs_HC
ATP6V0B,51.7,0.39049,0.43737,0.89282,0.37195,0.9997,B cell,UC_vs_HC
B4GALT2,0.41717,1.4789,1.7752,0.8331,0.40479,0.9997,B cell,UC_vs_HC
CCDC24,0.21815,1.3328,1.9384,0.68755,0.49173,0.9997,B cell,UC_vs_HC
SLC6A9,0.010351,1.0941,4.4369,0.24658,0.80523,0.9997,B cell,UC_vs_HC
AL139220.2,0.19332,-0.54271,2.4566,-0.22092,0.82516,0.9997,B cell,UC_vs_HC
DMAP1,7.0951,-0.35158,0.48477,-0.72525,0.4683,0.9997,B cell,UC_vs_HC
ERI3,5.8124,0.23795,0.66233,0.35927,0.71939,0.9997,B cell,UC_vs_HC
RNF220,3.799,-0.32232,0.64324,-0.50109,0.61631,0.9997,B cell,UC_vs_HC
TMEM53,1.3467,-0.092342,1.0186,-0.090656,0.92777,0.9997,B cell,UC_vs_HC
ARMH1,2.335,-0.13197,0.86989,-0.15171,0.87942,0.9997,B cell,UC_vs_HC
KIF2C,0.72613,3.2185,2.7283,1.1797,0.23812,0.9997,B cell,UC_vs_HC
AL592166.1,0.090608,0.31427,2.2011,0.14278,0.88647,0.9997,B cell,UC_vs_HC
RPS8,2127.8,0.22772,0.3281,0.69404,0.48766,0.9997,B cell,UC_vs_HC
BEST4,0.66555,-0.43059,2.1392,-0.20128,0.84048,0.9997,B cell,UC_vs_HC
PLK3,4.9615,-1.0143,0.76243,-1.3303,0.18342,0.9997,B cell,UC_vs_HC
BTBD19,0.086233,0.6781,3.3932,0.19984,0.84161,0.9997,B cell,UC_vs_HC
PTCH2,0.44048,0.51513,1.7507,0.29424,0.76857,0.9997,B cell,UC_vs_HC
EIF2B3,3.3873,-0.3288,0.98134,-0.33505,0.73758,0.9997,B cell,UC_vs_HC
HECTD3,1.1967,-0.32497,1.0741,-0.30255,0.76223,0.9997,B cell,UC_vs_HC
UROD,5.3247,0.97101,0.58025,1.6734,0.094241,0.9997,B cell,UC_vs_HC
ZSWIM5,0.020517,0.87873,4.4894,0.19573,0.84482,0.9997,B cell,UC_vs_HC
LINC01144,0.0051756,0.98745,4.4578,0.22151,0.82469,0.9997,B cell,UC_vs_HC
HPDL,0.051385,1.1872,2.7836,0.42649,0.66975,0.9997,B cell,UC_vs_HC
MUTYH,1.9698,0.34196,0.89017,0.38416,0.70086,0.9997,B cell,UC_vs_HC
TOE1,5.3663,0.07407,0.64065,0.11562,0.90796,0.9997,B cell,UC_vs_HC
TESK2,2.2775,-0.11562,1.0124,-0.1142,0.90908,0.9997,B cell,UC_vs_HC
CCDC163,0.55919,-1.1272,1.9259,-0.58527,0.55837,0.9997,B cell,UC_vs_HC
MMACHC,0.080232,0.93917,2.3664,0.39688,0.69146,0.9997,B cell,UC_vs_HC
PRDX1,82.624,0.37367,0.31225,1.1967,0.23142,0.9997,B cell,UC_vs_HC
AKR1A1,21.269,0.43653,0.32186,1.3563,0.17501,0.9997,B cell,UC_vs_HC
NASP,46.778,0.11314,0.36482,0.31014,0.75646,0.9997,B cell,UC_vs_HC
CCDC17,0.14757,0.84763,2.1772,0.38931,0.69705,0.9997,B cell,UC_vs_HC
GPBP1L1,13.074,0.087716,0.37289,0.23523,0.81403,0.9997,B cell,UC_vs_HC
TMEM69,2.7133,-0.60807,1.1067,-0.54943,0.58271,0.9997,B cell,UC_vs_HC
IPP,1.9289,0.866,0.8541,1.0139,0.31061,0.9997,B cell,UC_vs_HC
MAST2,0.69562,-0.65433,1.172,-0.55828,0.57665,0.9997,B cell,UC_vs_HC
PIK3R3,0.10671,1.2804,3.641,0.35166,0.7251,0.9997,B cell,UC_vs_HC
TSPAN1,0.55517,-1.8592,1.6743,-1.1104,0.26683,0.9997,B cell,UC_vs_HC
