gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
E2F2,1.5428,0.28843,1.074,0.26856,0.78827,,CD8,UC_vs_CD
AL021154.1,0.040035,-0.087795,4.0093,-0.021898,0.98253,,CD8,UC_vs_CD
ID3,51.171,-0.3281,0.60035,-0.54651,0.58471,0.81634,CD8,UC_vs_CD
MDS2,0.22392,0.19775,2.0888,0.094672,0.92458,,CD8,UC_vs_CD
RPL11,3113.3,0.41639,0.1727,2.411,0.015907,0.13725,CD8,UC_vs_CD
ELOA,25.839,0.11185,0.28918,0.38678,0.69892,,CD8,UC_vs_CD
ELOA-AS1,2.2882,1.0571,0.96143,1.0995,0.27154,,CD8,UC_vs_CD
PITHD1,25.41,-0.82918,0.52758,-1.5717,0.11603,,CD8,UC_vs_CD
LYPLA2,24.3,0.24706,0.22116,1.1171,0.26394,,CD8,UC_vs_CD
GALE,6.1598,0.71908,0.50756,1.4167,0.15656,,CD8,UC_vs_CD
HMGCL,11.099,0.148,0.39834,0.37156,0.71022,,CD8,UC_vs_CD
FUCA1,10.188,-1.5134,0.47531,-3.184,0.0014526,,CD8,UC_vs_CD
CNR2,0.72761,0.12692,1.336,0.095,0.92431,,CD8,UC_vs_CD
PNRC2,95.305,0.048945,0.18264,0.26799,0.78871,0.91071,CD8,UC_vs_CD
SRSF10,117.09,0.19077,0.21424,0.89047,0.37322,0.65069,CD8,UC_vs_CD
IL22RA1,0.096073,0.86834,4.1107,0.21124,0.8327,,CD8,UC_vs_CD
IFNLR1,1.7276,-1.1902,0.86603,-1.3744,0.16933,,CD8,UC_vs_CD
STPG1,2.1589,-0.092445,0.76268,-0.12121,0.90352,,CD8,UC_vs_CD
NIPAL3,35.006,0.21924,0.30393,0.72134,0.4707,,CD8,UC_vs_CD
RCAN3,40.037,-0.52761,0.23796,-2.2173,0.026605,,CD8,UC_vs_CD
AL445686.2,10.814,-0.59456,0.53168,-1.1183,0.26346,,CD8,UC_vs_CD
NCMAP,0.080347,-0.22518,3.9938,-0.056383,0.95504,,CD8,UC_vs_CD
SRRM1,234.86,0.41709,0.23954,1.7412,0.081647,0.30582,CD8,UC_vs_CD
CLIC4,0.28828,-1.0062,1.8272,-0.55069,0.58185,,CD8,UC_vs_CD
RUNX3,387.13,-0.21009,0.22569,-0.93085,0.35193,0.63725,CD8,UC_vs_CD
AL445471.1,0.13888,0.3863,2.6352,0.14659,0.88345,,CD8,UC_vs_CD
AL050344.1,0.1151,0.82698,3.9823,0.20766,0.83549,,CD8,UC_vs_CD
AL031432.1,0.064422,0.82698,3.9823,0.20766,0.83549,,CD8,UC_vs_CD
