paciente,tipo_celular,comparacion,gen,valor_expresion_normalizada,log2FC,padj
GSM6614361_CD-2,CD4,UC_vs_HC,SYNC,4.7566,1.2961,0.019161
GSM6614362_CD-3,CD4,UC_vs_HC,SYNC,4.9407,1.2961,0.019161
GSM6614363_CD-4,CD4,UC_vs_HC,SYNC,4.7545,1.2961,0.019161
GSM6614364_CD-5,CD4,UC_vs_HC,SYNC,5.6101,1.2961,0.019161
GSM6614365_CD-6,CD4,UC_vs_HC,SYNC,4.5161,1.2961,0.019161
GSM6614348_HC-1,CD4,UC_vs_HC,KIAA0319L,4.3727,1.5555,0.0083755
GSM6614349_HC-2,CD4,UC_vs_HC,KIAA0319L,4.5609,1.5555,0.0083755
GSM6614350_HC-3,CD4,UC_vs_HC,KIAA0319L,5.6698,1.5555,0.0083755
GSM6614351_HC-4,CD4,UC_vs_HC,KIAA0319L,5.0967,1.5555,0.0083755
GSM6614352_HC-5,CD4,UC_vs_HC,KIAA0319L,5.136,1.5555,0.0083755
GSM6614353_HC-6,CD4,UC_vs_HC,KIAA0319L,4.5253,1.5555,0.0083755
GSM6614354_UC-1,CD4,UC_vs_HC,KIAA0319L,5.4284,1.5555,0.0083755
GSM6614355_UC-2,CD4,UC_vs_HC,KIAA0319L,6.516,1.5555,0.0083755
GSM6614356_UC-3,CD4,UC_vs_HC,KIAA0319L,6.4475,1.5555,0.0083755
GSM6614357_UC-4,CD4,UC_vs_HC,KIAA0319L,6.9812,1.5555,0.0083755
GSM6614358_UC-5,CD4,UC_vs_HC,KIAA0319L,6.0662,1.5555,0.0083755
GSM6614359_UC-6,CD4,UC_vs_HC,KIAA0319L,7.3044,1.5555,0.0083755
GSM6614360_CD-1,CD4,UC_vs_HC,KIAA0319L,6.6499,1.5555,0.0083755
GSM6614361_CD-2,CD4,UC_vs_HC,KIAA0319L,5.2706,1.5555,0.0083755
GSM6614362_CD-3,CD4,UC_vs_HC,KIAA0319L,6.3167,1.5555,0.0083755
GSM6614363_CD-4,CD4,UC_vs_HC,KIAA0319L,6.675,1.5555,0.0083755
GSM6614364_CD-5,CD4,UC_vs_HC,KIAA0319L,7.8066,1.5555,0.0083755
GSM6614365_CD-6,CD4,UC_vs_HC,KIAA0319L,5.5499,1.5555,0.0083755
GSM6614348_HC-1,CD4,UC_vs_HC,SMAP2,6.2743,1.2988,0.0095091
GSM6614349_HC-2,CD4,UC_vs_HC,SMAP2,7.4171,1.2988,0.0095091
GSM6614350_HC-3,CD4,UC_vs_HC,SMAP2,6.5024,1.2988,0.0095091
GSM6614351_HC-4,CD4,UC_vs_HC,SMAP2,5.0967,1.2988,0.0095091
GSM6614352_HC-5,CD4,UC_vs_HC,SMAP2,6.7434,1.2988,0.0095091
GSM6614353_HC-6,CD4,UC_vs_HC,SMAP2,6.2354,1.2988,0.0095091
GSM6614354_UC-1,CD4,UC_vs_HC,SMAP2,8.6586,1.2988,0.0095091
GSM6614355_UC-2,CD4,UC_vs_HC,SMAP2,8.59,1.2988,0.0095091
GSM6614356_UC-3,CD4,UC_vs_HC,SMAP2,6.6517,1.2988,0.0095091
GSM6614357_UC-4,CD4,UC_vs_HC,SMAP2,7.1049,1.2988,0.0095091
GSM6614358_UC-5,CD4,UC_vs_HC,SMAP2,8.0162,1.2988,0.0095091
GSM6614359_UC-6,CD4,UC_vs_HC,SMAP2,6.9445,1.2988,0.0095091
GSM6614360_CD-1,CD4,UC_vs_HC,SMAP2,8.3075,1.2988,0.0095091
GSM6614361_CD-2,CD4,UC_vs_HC,SMAP2,8.0456,1.2988,0.0095091
GSM6614362_CD-3,CD4,UC_vs_HC,SMAP2,8.7038,1.2988,0.0095091
GSM6614363_CD-4,CD4,UC_vs_HC,SMAP2,8.0428,1.2988,0.0095091
GSM6614364_CD-5,CD4,UC_vs_HC,SMAP2,8.2219,1.2988,0.0095091
GSM6614365_CD-6,CD4,UC_vs_HC,SMAP2,8.1755,1.2988,0.0095091
GSM6614348_HC-1,CD4,UC_vs_HC,HIVEP3,3.4407,2.028,0.0078867
GSM6614349_HC-2,CD4,UC_vs_HC,HIVEP3,1.7391,2.028,0.0078867
GSM6614350_HC-3,CD4,UC_vs_HC,HIVEP3,1.8228,2.028,0.0078867
GSM6614351_HC-4,CD4,UC_vs_HC,HIVEP3,0,2.028,0.0078867
GSM6614352_HC-5,CD4,UC_vs_HC,HIVEP3,2.5559,2.028,0.0078867
GSM6614353_HC-6,CD4,UC_vs_HC,HIVEP3,2.702,2.028,0.0078867
GSM6614354_UC-1,CD4,UC_vs_HC,HIVEP3,3.5256,2.028,0.0078867
GSM6614355_UC-2,CD4,UC_vs_HC,HIVEP3,4.2332,2.028,0.0078867
GSM6614356_UC-3,CD4,UC_vs_HC,HIVEP3,5.0952,2.028,0.0078867
GSM6614357_UC-4,CD4,UC_vs_HC,HIVEP3,4.1046,2.028,0.0078867
GSM6614358_UC-5,CD4,UC_vs_HC,HIVEP3,4.1709,2.028,0.0078867
GSM6614359_UC-6,CD4,UC_vs_HC,HIVEP3,3.548,2.028,0.0078867
GSM6614360_CD-1,CD4,UC_vs_HC,HIVEP3,3.2288,2.028,0.0078867
GSM6614361_CD-2,CD4,UC_vs_HC,HIVEP3,2.5998,2.028,0.0078867
GSM6614362_CD-3,CD4,UC_vs_HC,HIVEP3,4.2267,2.028,0.0078867
GSM6614363_CD-4,CD4,UC_vs_HC,HIVEP3,3.6016,2.028,0.0078867
GSM6614364_CD-5,CD4,UC_vs_HC,HIVEP3,4.3812,2.028,0.0078867
GSM6614365_CD-6,CD4,UC_vs_HC,HIVEP3,4.6419,2.028,0.0078867
GSM6614348_HC-1,CD4,UC_vs_HC,GUCA2A,2.8402,-3.9596,0.01586
GSM6614349_HC-2,CD4,UC_vs_HC,GUCA2A,3.1365,-3.9596,0.01586
GSM6614350_HC-3,CD4,UC_vs_HC,GUCA2A,3.1065,-3.9596,0.01586
GSM6614351_HC-4,CD4,UC_vs_HC,GUCA2A,3.5937,-3.9596,0.01586
GSM6614352_HC-5,CD4,UC_vs_HC,GUCA2A,3.0567,-3.9596,0.01586
GSM6614353_HC-6,CD4,UC_vs_HC,GUCA2A,0,-3.9596,0.01586
GSM6614354_UC-1,CD4,UC_vs_HC,GUCA2A,0,-3.9596,0.01586
GSM6614355_UC-2,CD4,UC_vs_HC,GUCA2A,1.3126,-3.9596,0.01586
GSM6614356_UC-3,CD4,UC_vs_HC,GUCA2A,0,-3.9596,0.01586
GSM6614357_UC-4,CD4,UC_vs_HC,GUCA2A,0,-3.9596,0.01586
GSM6614358_UC-5,CD4,UC_vs_HC,GUCA2A,0,-3.9596,0.01586
GSM6614359_UC-6,CD4,UC_vs_HC,GUCA2A,0.6443,-3.9596,0.01586
GSM6614360_CD-1,CD4,UC_vs_HC,GUCA2A,0.62323,-3.9596,0.01586
GSM6614361_CD-2,CD4,UC_vs_HC,GUCA2A,0.78502,-3.9596,0.01586
GSM6614362_CD-3,CD4,UC_vs_HC,GUCA2A,0,-3.9596,0.01586
GSM6614363_CD-4,CD4,UC_vs_HC,GUCA2A,2.7158,-3.9596,0.01586
GSM6614364_CD-5,CD4,UC_vs_HC,GUCA2A,0,-3.9596,0.01586
GSM6614365_CD-6,CD4,UC_vs_HC,GUCA2A,1.6248,-3.9596,0.01586
GSM6614348_HC-1,CD4,UC_vs_HC,PLK3,6.9132,-1.3445,0.0044533
GSM6614349_HC-2,CD4,UC_vs_HC,PLK3,5.8747,-1.3445,0.0044533
GSM6614350_HC-3,CD4,UC_vs_HC,PLK3,6.3759,-1.3445,0.0044533
GSM6614351_HC-4,CD4,UC_vs_HC,PLK3,6.4852,-1.3445,0.0044533
GSM6614352_HC-5,CD4,UC_vs_HC,PLK3,5.8964,-1.3445,0.0044533
GSM6614353_HC-6,CD4,UC_vs_HC,PLK3,6.3855,-1.3445,0.0044533
GSM6614354_UC-1,CD4,UC_vs_HC,PLK3,4.4615,-1.3445,0.0044533
GSM6614355_UC-2,CD4,UC_vs_HC,PLK3,4.1146,-1.3445,0.0044533
GSM6614356_UC-3,CD4,UC_vs_HC,PLK3,5.0234,-1.3445,0.0044533
GSM6614357_UC-4,CD4,UC_vs_HC,PLK3,5.2592,-1.3445,0.0044533
GSM6614358_UC-5,CD4,UC_vs_HC,PLK3,5.4774,-1.3445,0.0044533
GSM6614359_UC-6,CD4,UC_vs_HC,PLK3,5.4524,-1.3445,0.0044533
GSM6614360_CD-1,CD4,UC_vs_HC,PLK3,5.9173,-1.3445,0.0044533
GSM6614361_CD-2,CD4,UC_vs_HC,PLK3,5.4243,-1.3445,0.0044533
GSM6614362_CD-3,CD4,UC_vs_HC,PLK3,5.8919,-1.3445,0.0044533
GSM6614363_CD-4,CD4,UC_vs_HC,PLK3,6.5085,-1.3445,0.0044533
GSM6614364_CD-5,CD4,UC_vs_HC,PLK3,4.2098,-1.3445,0.0044533
GSM6614365_CD-6,CD4,UC_vs_HC,PLK3,5.3057,-1.3445,0.0044533
GSM6614348_HC-1,CD4,UC_vs_HC,CTH,2.5678,-2.3317,0.00077273
GSM6614349_HC-2,CD4,UC_vs_HC,CTH,2.855,-2.3317,0.00077273
GSM6614350_HC-3,CD4,UC_vs_HC,CTH,4.8953,-2.3317,0.00077273
GSM6614351_HC-4,CD4,UC_vs_HC,CTH,4.2821,-2.3317,0.00077273
GSM6614352_HC-5,CD4,UC_vs_HC,CTH,4.7992,-2.3317,0.00077273
GSM6614353_HC-6,CD4,UC_vs_HC,CTH,4.6883,-2.3317,0.00077273
GSM6614354_UC-1,CD4,UC_vs_HC,CTH,3.0019,-2.3317,0.00077273
GSM6614355_UC-2,CD4,UC_vs_HC,CTH,1.3126,-2.3317,0.00077273
GSM6614356_UC-3,CD4,UC_vs_HC,CTH,1.411,-2.3317,0.00077273
GSM6614357_UC-4,CD4,UC_vs_HC,CTH,3.0057,-2.3317,0.00077273
GSM6614358_UC-5,CD4,UC_vs_HC,CTH,1.6047,-2.3317,0.00077273
GSM6614359_UC-6,CD4,UC_vs_HC,CTH,2.729,-2.3317,0.00077273
GSM6614360_CD-1,CD4,UC_vs_HC,CTH,3.5615,-2.3317,0.00077273
GSM6614361_CD-2,CD4,UC_vs_HC,CTH,1.9607,-2.3317,0.00077273
GSM6614362_CD-3,CD4,UC_vs_HC,CTH,2.6352,-2.3317,0.00077273
GSM6614363_CD-4,CD4,UC_vs_HC,CTH,2.4961,-2.3317,0.00077273
GSM6614364_CD-5,CD4,UC_vs_HC,CTH,1.7372,-2.3317,0.00077273
GSM6614365_CD-6,CD4,UC_vs_HC,CTH,2.7508,-2.3317,0.00077273
GSM6614348_HC-1,CD4,UC_vs_HC,GBP5,5.4636,1.1508,0.0038967
GSM6614349_HC-2,CD4,UC_vs_HC,GBP5,5.4292,1.1508,0.0038967
GSM6614350_HC-3,CD4,UC_vs_HC,GBP5,6.9302,1.1508,0.0038967
GSM6614351_HC-4,CD4,UC_vs_HC,GBP5,6.0755,1.1508,0.0038967
GSM6614352_HC-5,CD4,UC_vs_HC,GBP5,5.9543,1.1508,0.0038967
GSM6614353_HC-6,CD4,UC_vs_HC,GBP5,6.0679,1.1508,0.0038967
GSM6614354_UC-1,CD4,UC_vs_HC,GBP5,7.3729,1.1508,0.0038967
GSM6614355_UC-2,CD4,UC_vs_HC,GBP5,7.2929,1.1508,0.0038967
GSM6614356_UC-3,CD4,UC_vs_HC,GBP5,7.3686,1.1508,0.0038967
GSM6614357_UC-4,CD4,UC_vs_HC,GBP5,6.5769,1.1508,0.0038967
GSM6614358_UC-5,CD4,UC_vs_HC,GBP5,7.3055,1.1508,0.0038967
GSM6614359_UC-6,CD4,UC_vs_HC,GBP5,7.3349,1.1508,0.0038967
GSM6614360_CD-1,CD4,UC_vs_HC,GBP5,6.5115,1.1508,0.0038967
GSM6614361_CD-2,CD4,UC_vs_HC,GBP5,7.4653,1.1508,0.0038967
GSM6614362_CD-3,CD4,UC_vs_HC,GBP5,7.2195,1.1508,0.0038967
GSM6614363_CD-4,CD4,UC_vs_HC,GBP5,6.9379,1.1508,0.0038967
GSM6614364_CD-5,CD4,UC_vs_HC,GBP5,7.0913,1.1508,0.0038967
GSM6614365_CD-6,CD4,UC_vs_HC,GBP5,7.7455,1.1508,0.0038967
GSM6614348_HC-1,CD4,UC_vs_HC,FAM102B,2.8402,-1.8389,0.0075534
GSM6614349_HC-2,CD4,UC_vs_HC,FAM102B,4.4104,-1.8389,0.0075534
GSM6614350_HC-3,CD4,UC_vs_HC,FAM102B,4.469,-1.8389,0.0075534
GSM6614351_HC-4,CD4,UC_vs_HC,FAM102B,5.0967,-1.8389,0.0075534
GSM6614352_HC-5,CD4,UC_vs_HC,FAM102B,4.7992,-1.8389,0.0075534
GSM6614353_HC-6,CD4,UC_vs_HC,FAM102B,5.4937,-1.8389,0.0075534
GSM6614354_UC-1,CD4,UC_vs_HC,FAM102B,0,-1.8389,0.0075534
GSM6614355_UC-2,CD4,UC_vs_HC,FAM102B,2.4467,-1.8389,0.0075534
GSM6614356_UC-3,CD4,UC_vs_HC,FAM102B,3.4535,-1.8389,0.0075534
GSM6614357_UC-4,CD4,UC_vs_HC,FAM102B,3.1617,-1.8389,0.0075534
GSM6614358_UC-5,CD4,UC_vs_HC,FAM102B,2.9643,-1.8389,0.0075534
GSM6614359_UC-6,CD4,UC_vs_HC,FAM102B,3.4769,-1.8389,0.0075534
GSM6614360_CD-1,CD4,UC_vs_HC,FAM102B,4.1276,-1.8389,0.0075534
GSM6614361_CD-2,CD4,UC_vs_HC,FAM102B,3.2746,-1.8389,0.0075534
GSM6614362_CD-3,CD4,UC_vs_HC,FAM102B,2.5088,-1.8389,0.0075534
GSM6614363_CD-4,CD4,UC_vs_HC,FAM102B,4.1464,-1.8389,0.0075534
GSM6614364_CD-5,CD4,UC_vs_HC,FAM102B,2.5028,-1.8389,0.0075534
GSM6614365_CD-6,CD4,UC_vs_HC,FAM102B,4.2656,-1.8389,0.0075534
GSM6614348_HC-1,CD4,UC_vs_HC,WDR47,3.8634,-1.1204,0.022647
GSM6614349_HC-2,CD4,UC_vs_HC,WDR47,4.2423,-1.1204,0.022647
GSM6614350_HC-3,CD4,UC_vs_HC,WDR47,4.469,-1.1204,0.022647
GSM6614351_HC-4,CD4,UC_vs_HC,WDR47,4.2821,-1.1204,0.022647
GSM6614352_HC-5,CD4,UC_vs_HC,WDR47,4.1764,-1.1204,0.022647
GSM6614353_HC-6,CD4,UC_vs_HC,WDR47,4.3416,-1.1204,0.022647
GSM6614354_UC-1,CD4,UC_vs_HC,WDR47,3.9089,-1.1204,0.022647
GSM6614355_UC-2,CD4,UC_vs_HC,WDR47,3.6861,-1.1204,0.022647
GSM6614356_UC-3,CD4,UC_vs_HC,WDR47,3.9939,-1.1204,0.022647
GSM6614357_UC-4,CD4,UC_vs_HC,WDR47,3.0057,-1.1204,0.022647
GSM6614358_UC-5,CD4,UC_vs_HC,WDR47,3.0849,-1.1204,0.022647
GSM6614359_UC-6,CD4,UC_vs_HC,WDR47,2.6009,-1.1204,0.022647
GSM6614360_CD-1,CD4,UC_vs_HC,WDR47,4.3917,-1.1204,0.022647
GSM6614361_CD-2,CD4,UC_vs_HC,WDR47,3.6519,-1.1204,0.022647
GSM6614362_CD-3,CD4,UC_vs_HC,WDR47,4.3791,-1.1204,0.022647
GSM6614363_CD-4,CD4,UC_vs_HC,WDR47,3.9866,-1.1204,0.022647
GSM6614364_CD-5,CD4,UC_vs_HC,WDR47,3.5239,-1.1204,0.022647
GSM6614365_CD-6,CD4,UC_vs_HC,WDR47,4.4489,-1.1204,0.022647
GSM6614348_HC-1,CD4,UC_vs_HC,AMPD2,4.5348,-1.2103,0.00052224
GSM6614349_HC-2,CD4,UC_vs_HC,AMPD2,5.1729,-1.2103,0.00052224
GSM6614350_HC-3,CD4,UC_vs_HC,AMPD2,4.9357,-1.2103,0.00052224
GSM6614351_HC-4,CD4,UC_vs_HC,AMPD2,4.9321,-1.2103,0.00052224
GSM6614352_HC-5,CD4,UC_vs_HC,AMPD2,5.7072,-1.2103,0.00052224
GSM6614353_HC-6,CD4,UC_vs_HC,AMPD2,5.4937,-1.2103,0.00052224
GSM6614354_UC-1,CD4,UC_vs_HC,AMPD2,4.2115,-1.2103,0.00052224
GSM6614355_UC-2,CD4,UC_vs_HC,AMPD2,4.5397,-1.2103,0.00052224
GSM6614356_UC-3,CD4,UC_vs_HC,AMPD2,3.657,-1.2103,0.00052224
GSM6614357_UC-4,CD4,UC_vs_HC,AMPD2,3.7908,-1.2103,0.00052224
GSM6614358_UC-5,CD4,UC_vs_HC,AMPD2,3.9345,-1.2103,0.00052224
GSM6614359_UC-6,CD4,UC_vs_HC,AMPD2,4.018,-1.2103,0.00052224
GSM6614360_CD-1,CD4,UC_vs_HC,AMPD2,4.4817,-1.2103,0.00052224
GSM6614361_CD-2,CD4,UC_vs_HC,AMPD2,4.4575,-1.2103,0.00052224
GSM6614362_CD-3,CD4,UC_vs_HC,AMPD2,4.5168,-1.2103,0.00052224
GSM6614363_CD-4,CD4,UC_vs_HC,AMPD2,4.3571,-1.2103,0.00052224
GSM6614364_CD-5,CD4,UC_vs_HC,AMPD2,4.1158,-1.2103,0.00052224
GSM6614365_CD-6,CD4,UC_vs_HC,AMPD2,4.5161,-1.2103,0.00052224
GSM6614348_HC-1,CD4,UC_vs_HC,CHI3L2,3.4407,3.0177,1.333e-06
GSM6614349_HC-2,CD4,UC_vs_HC,CHI3L2,3.9097,3.0177,1.333e-06
GSM6614350_HC-3,CD4,UC_vs_HC,CHI3L2,4.0202,3.0177,1.333e-06
GSM6614351_HC-4,CD4,UC_vs_HC,CHI3L2,0,3.0177,1.333e-06
GSM6614352_HC-5,CD4,UC_vs_HC,CHI3L2,2.5559,3.0177,1.333e-06
GSM6614353_HC-6,CD4,UC_vs_HC,CHI3L2,1.9082,3.0177,1.333e-06
GSM6614354_UC-1,CD4,UC_vs_HC,CHI3L2,4.6745,3.0177,1.333e-06
GSM6614355_UC-2,CD4,UC_vs_HC,CHI3L2,6.2326,3.0177,1.333e-06
GSM6614356_UC-3,CD4,UC_vs_HC,CHI3L2,6.5275,3.0177,1.333e-06
GSM6614357_UC-4,CD4,UC_vs_HC,CHI3L2,7.0791,3.0177,1.333e-06
GSM6614358_UC-5,CD4,UC_vs_HC,CHI3L2,6.1924,3.0177,1.333e-06
GSM6614359_UC-6,CD4,UC_vs_HC,CHI3L2,5.4148,3.0177,1.333e-06
GSM6614360_CD-1,CD4,UC_vs_HC,CHI3L2,4.1497,3.0177,1.333e-06
GSM6614361_CD-2,CD4,UC_vs_HC,CHI3L2,4.3075,3.0177,1.333e-06
GSM6614362_CD-3,CD4,UC_vs_HC,CHI3L2,3.6401,3.0177,1.333e-06
GSM6614363_CD-4,CD4,UC_vs_HC,CHI3L2,4.8504,3.0177,1.333e-06
GSM6614364_CD-5,CD4,UC_vs_HC,CHI3L2,5.2609,3.0177,1.333e-06
GSM6614365_CD-6,CD4,UC_vs_HC,CHI3L2,3.1399,3.0177,1.333e-06
GSM6614348_HC-1,CD4,UC_vs_HC,CD160,1.7926,-2.741,0.034017
GSM6614349_HC-2,CD4,UC_vs_HC,CD160,3.372,-2.741,0.034017
GSM6614350_HC-3,CD4,UC_vs_HC,CD160,3.1065,-2.741,0.034017
GSM6614351_HC-4,CD4,UC_vs_HC,CD160,5.0967,-2.741,0.034017
GSM6614352_HC-5,CD4,UC_vs_HC,CD160,4.5211,-2.741,0.034017
GSM6614353_HC-6,CD4,UC_vs_HC,CD160,1.9082,-2.741,0.034017
GSM6614354_UC-1,CD4,UC_vs_HC,CD160,0,-2.741,0.034017
GSM6614355_UC-2,CD4,UC_vs_HC,CD160,1.3126,-2.741,0.034017
GSM6614356_UC-3,CD4,UC_vs_HC,CD160,0,-2.741,0.034017
GSM6614357_UC-4,CD4,UC_vs_HC,CD160,1.3383,-2.741,0.034017
GSM6614358_UC-5,CD4,UC_vs_HC,CD160,1.2394,-2.741,0.034017
GSM6614359_UC-6,CD4,UC_vs_HC,CD160,2.6009,-2.741,0.034017
GSM6614360_CD-1,CD4,UC_vs_HC,CD160,1.5316,-2.741,0.034017
GSM6614361_CD-2,CD4,UC_vs_HC,CD160,2.5998,-2.741,0.034017
GSM6614362_CD-3,CD4,UC_vs_HC,CD160,3.963,-2.741,0.034017
GSM6614363_CD-4,CD4,UC_vs_HC,CD160,3.4869,-2.741,0.034017
GSM6614364_CD-5,CD4,UC_vs_HC,CD160,0,-2.741,0.034017
GSM6614365_CD-6,CD4,UC_vs_HC,CD160,2.5081,-2.741,0.034017
GSM6614348_HC-1,CD4,UC_vs_HC,ACP6,2.8402,1.546,0.012204
GSM6614349_HC-2,CD4,UC_vs_HC,ACP6,4.1183,1.546,0.012204
GSM6614350_HC-3,CD4,UC_vs_HC,ACP6,3.7748,1.546,0.012204
GSM6614351_HC-4,CD4,UC_vs_HC,ACP6,3.5937,1.546,0.012204
GSM6614352_HC-5,CD4,UC_vs_HC,ACP6,3.0567,1.546,0.012204
GSM6614353_HC-6,CD4,UC_vs_HC,ACP6,1.9082,1.546,0.012204
GSM6614354_UC-1,CD4,UC_vs_HC,ACP6,4.8601,1.546,0.012204
GSM6614355_UC-2,CD4,UC_vs_HC,ACP6,4.5397,1.546,0.012204
GSM6614356_UC-3,CD4,UC_vs_HC,ACP6,5.9243,1.546,0.012204
GSM6614357_UC-4,CD4,UC_vs_HC,ACP6,4.3835,1.546,0.012204
GSM6614358_UC-5,CD4,UC_vs_HC,ACP6,4.8186,1.546,0.012204
GSM6614359_UC-6,CD4,UC_vs_HC,ACP6,4.2912,1.546,0.012204
GSM6614360_CD-1,CD4,UC_vs_HC,ACP6,3.4939,1.546,0.012204
GSM6614361_CD-2,CD4,UC_vs_HC,ACP6,4.6359,1.546,0.012204
GSM6614362_CD-3,CD4,UC_vs_HC,ACP6,4.5811,1.546,0.012204
GSM6614363_CD-4,CD4,UC_vs_HC,ACP6,4.2201,1.546,0.012204
GSM6614364_CD-5,CD4,UC_vs_HC,ACP6,5.2609,1.546,0.012204
GSM6614365_CD-6,CD4,UC_vs_HC,ACP6,4.3783,1.546,0.012204
GSM6614348_HC-1,CD4,UC_vs_HC,AC245297.3,7.7427,-1.4326,0.0027054
GSM6614349_HC-2,CD4,UC_vs_HC,AC245297.3,7.7452,-1.4326,0.0027054
GSM6614350_HC-3,CD4,UC_vs_HC,AC245297.3,7.0456,-1.4326,0.0027054
GSM6614351_HC-4,CD4,UC_vs_HC,AC245297.3,7.3523,-1.4326,0.0027054
GSM6614352_HC-5,CD4,UC_vs_HC,AC245297.3,6.8077,-1.4326,0.0027054
GSM6614353_HC-6,CD4,UC_vs_HC,AC245297.3,7.6778,-1.4326,0.0027054
GSM6614354_UC-1,CD4,UC_vs_HC,AC245297.3,4.6745,-1.4326,0.0027054
GSM6614355_UC-2,CD4,UC_vs_HC,AC245297.3,6.1745,-1.4326,0.0027054
GSM6614356_UC-3,CD4,UC_vs_HC,AC245297.3,5.7574,-1.4326,0.0027054
GSM6614357_UC-4,CD4,UC_vs_HC,AC245297.3,5.7923,-1.4326,0.0027054
GSM6614358_UC-5,CD4,UC_vs_HC,AC245297.3,6.4272,-1.4326,0.0027054
GSM6614359_UC-6,CD4,UC_vs_HC,AC245297.3,6.693,-1.4326,0.0027054
GSM6614360_CD-1,CD4,UC_vs_HC,AC245297.3,7.5686,-1.4326,0.0027054
GSM6614361_CD-2,CD4,UC_vs_HC,AC245297.3,6.2789,-1.4326,0.0027054
GSM6614362_CD-3,CD4,UC_vs_HC,AC245297.3,6.5593,-1.4326,0.0027054
GSM6614363_CD-4,CD4,UC_vs_HC,AC245297.3,7.1601,-1.4326,0.0027054
GSM6614364_CD-5,CD4,UC_vs_HC,AC245297.3,5.3041,-1.4326,0.0027054
GSM6614365_CD-6,CD4,UC_vs_HC,AC245297.3,6.344,-1.4326,0.0027054
GSM6614348_HC-1,CD4,UC_vs_HC,MCL1,9.8343,-1.141,0.02072
GSM6614349_HC-2,CD4,UC_vs_HC,MCL1,9.748,-1.141,0.02072
GSM6614350_HC-3,CD4,UC_vs_HC,MCL1,8.487,-1.141,0.02072
GSM6614351_HC-4,CD4,UC_vs_HC,MCL1,9.0365,-1.141,0.02072
GSM6614352_HC-5,CD4,UC_vs_HC,MCL1,8.766,-1.141,0.02072
GSM6614353_HC-6,CD4,UC_vs_HC,MCL1,9.2581,-1.141,0.02072
GSM6614354_UC-1,CD4,UC_vs_HC,MCL1,8.0629,-1.141,0.02072
GSM6614355_UC-2,CD4,UC_vs_HC,MCL1,7.4963,-1.141,0.02072
GSM6614356_UC-3,CD4,UC_vs_HC,MCL1,7.3972,-1.141,0.02072
GSM6614357_UC-4,CD4,UC_vs_HC,MCL1,7.7625,-1.141,0.02072
GSM6614358_UC-5,CD4,UC_vs_HC,MCL1,8.9652,-1.141,0.02072
GSM6614359_UC-6,CD4,UC_vs_HC,MCL1,8.258,-1.141,0.02072
GSM6614360_CD-1,CD4,UC_vs_HC,MCL1,8.6263,-1.141,0.02072
GSM6614361_CD-2,CD4,UC_vs_HC,MCL1,7.856,-1.141,0.02072
GSM6614362_CD-3,CD4,UC_vs_HC,MCL1,9.1763,-1.141,0.02072
GSM6614363_CD-4,CD4,UC_vs_HC,MCL1,9.2678,-1.141,0.02072
GSM6614364_CD-5,CD4,UC_vs_HC,MCL1,7.8216,-1.141,0.02072
GSM6614365_CD-6,CD4,UC_vs_HC,MCL1,8.9125,-1.141,0.02072
GSM6614348_HC-1,CD4,UC_vs_HC,SELENBP1,0,-3.8927,0.042661
GSM6614349_HC-2,CD4,UC_vs_HC,SELENBP1,3.0026,-3.8927,0.042661
GSM6614350_HC-3,CD4,UC_vs_HC,SELENBP1,0.88429,-3.8927,0.042661
GSM6614351_HC-4,CD4,UC_vs_HC,SELENBP1,3.0673,-3.8927,0.042661
GSM6614352_HC-5,CD4,UC_vs_HC,SELENBP1,4.1764,-3.8927,0.042661
GSM6614353_HC-6,CD4,UC_vs_HC,SELENBP1,3.2111,-3.8927,0.042661
GSM6614354_UC-1,CD4,UC_vs_HC,SELENBP1,0,-3.8927,0.042661
GSM6614355_UC-2,CD4,UC_vs_HC,SELENBP1,0,-3.8927,0.042661
GSM6614356_UC-3,CD4,UC_vs_HC,SELENBP1,0,-3.8927,0.042661
GSM6614357_UC-4,CD4,UC_vs_HC,SELENBP1,0,-3.8927,0.042661
GSM6614358_UC-5,CD4,UC_vs_HC,SELENBP1,0,-3.8927,0.042661
GSM6614359_UC-6,CD4,UC_vs_HC,SELENBP1,1.0881,-3.8927,0.042661
GSM6614360_CD-1,CD4,UC_vs_HC,SELENBP1,1.057,-3.8927,0.042661
GSM6614361_CD-2,CD4,UC_vs_HC,SELENBP1,2.2065,-3.8927,0.042661
GSM6614362_CD-3,CD4,UC_vs_HC,SELENBP1,0.60527,-3.8927,0.042661
GSM6614363_CD-4,CD4,UC_vs_HC,SELENBP1,1.5143,-3.8927,0.042661
GSM6614364_CD-5,CD4,UC_vs_HC,SELENBP1,0,-3.8927,0.042661
GSM6614365_CD-6,CD4,UC_vs_HC,SELENBP1,2.7508,-3.8927,0.042661
GSM6614348_HC-1,CD4,UC_vs_HC,PMVK,6.3633,1.0415,0.010151
GSM6614349_HC-2,CD4,UC_vs_HC,PMVK,5.2037,1.0415,0.010151
GSM6614350_HC-3,CD4,UC_vs_HC,PMVK,6.0287,1.0415,0.010151
GSM6614351_HC-4,CD4,UC_vs_HC,PMVK,5.3786,1.0415,0.010151
GSM6614352_HC-5,CD4,UC_vs_HC,PMVK,5.7072,1.0415,0.010151
GSM6614353_HC-6,CD4,UC_vs_HC,PMVK,5.8092,1.0415,0.010151
