gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
AL627309.1,0.11308,-0.96938,2.6487,-0.36598,0.71438,,CD4,UC_vs_CD
AL627309.3,0.015009,0.28486,4.0532,0.07028,0.94397,,CD4,UC_vs_CD
AL627309.4,0.031277,1.3315,4.0324,0.33019,0.74125,,CD4,UC_vs_CD
AL669831.5,7.8741,-0.60745,0.48276,-1.2583,0.20828,,CD4,UC_vs_CD
FAM87B,0.067782,0.85847,4.1092,0.20891,0.83452,,CD4,UC_vs_CD
LINC00115,6.8071,-0.37557,0.49405,-0.76017,0.44715,,CD4,UC_vs_CD
FAM41C,3.3809,0.96762,0.70787,1.3669,0.17164,,CD4,UC_vs_CD
AL645608.3,0.17892,-0.86124,2.419,-0.35604,0.72181,,CD4,UC_vs_CD
SAMD11,0.36232,-0.071329,1.4648,-0.048696,0.96116,,CD4,UC_vs_CD
NOC2L,47.541,0.073838,0.19355,0.38149,0.70284,0.88591,CD4,UC_vs_CD
KLHL17,1.2769,-1.1642,0.86195,-1.3507,0.17679,,CD4,UC_vs_CD
PLEKHN1,3.0027,0.0057824,0.66405,0.0087078,0.99305,,CD4,UC_vs_CD
AL645608.8,2.8289,0.09557,0.72671,0.13151,0.89537,,CD4,UC_vs_CD
HES4,10.303,1.553,1.9022,0.81641,0.41426,,CD4,UC_vs_CD
ISG15,284.18,0.25345,0.37494,0.67598,0.49905,0.76749,CD4,UC_vs_CD
AL645608.2,0.061294,0.53115,3.9569,0.13423,0.89322,,CD4,UC_vs_CD
AGRN,0.82178,-1.1529,1.1856,-0.97243,0.33084,,CD4,UC_vs_CD
AL645608.9,0.069132,-0.26499,3.9971,-0.066296,0.94714,,CD4,UC_vs_CD
RNF223,0.0433,0.85177,4.1096,0.20726,0.8358,,CD4,UC_vs_CD
C1orf159,2.4785,-0.43592,0.89181,-0.4888,0.62498,,CD4,UC_vs_CD
AL390719.2,0.072244,0.40878,4.0412,0.10115,0.91943,,CD4,UC_vs_CD
TTLL10-AS1,0.0433,0.85177,4.1096,0.20726,0.8358,,CD4,UC_vs_CD
TTLL10,1.2527,-1.3786,1.2701,-1.0854,0.27775,,CD4,UC_vs_CD
TNFRSF18,132.78,-0.73482,0.7673,-0.95767,0.33823,0.64134,CD4,UC_vs_CD
TNFRSF4,239.11,-0.77558,0.82361,-0.94169,0.34635,0.64794,CD4,UC_vs_CD
SDF4,41.656,-0.25007,0.51251,-0.48793,0.6256,0.84254,CD4,UC_vs_CD
B3GALT6,7.4925,0.50876,0.62459,0.81455,0.41533,,CD4,UC_vs_CD
C1QTNF12,0.17285,0.40846,2.4687,0.16546,0.86858,,CD4,UC_vs_CD
AL162741.1,0.65586,3.1489,3.9041,0.80656,0.41992,,CD4,UC_vs_CD
UBE2J2,21.639,-0.59142,0.54933,-1.0766,0.28165,0.59676,CD4,UC_vs_CD
LINC01786,0.077977,0.88886,3.9739,0.22368,0.82301,,CD4,UC_vs_CD
SCNN1D,0.84056,-0.21153,1.0337,-0.20463,0.83786,,CD4,UC_vs_CD
ACAP3,7.2373,-0.3537,0.6509,-0.5434,0.58685,,CD4,UC_vs_CD
