gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
MACF1,7.3783,-0.26294,0.45182,-0.58196,0.56059,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PABPC4,7.3024,-0.4621,0.73234,-0.63099,0.52805,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
HPCAL4,0.23576,-0.2589,2.2673,-0.11419,0.90909,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PPIE,1.6412,-0.83962,0.83531,-1.0052,0.31482,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
BMP8B,0.17071,1.3436,4.0186,0.33435,0.73812,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
OXCT2,0.04118,-0.1666,4.0129,-0.041515,0.96689,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL033527.5,0.11955,0.63306,2.8202,0.22447,0.82239,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
TRIT1,0.32898,0.87364,1.698,0.51451,0.6069,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
MYCL,0.12993,0.19848,2.9863,0.066464,0.94701,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
MFSD2A,0.23343,-1.5275,1.5782,-0.96792,0.33309,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
CAP1,2.6881,0.32723,0.89155,0.36703,0.7136,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PPT1,0.55154,0.76728,1.1561,0.66367,0.5069,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
RLF,1.6517,-1.6421,0.9755,-1.6833,0.09231,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL050341.2,0.48435,-0.29472,1.4292,-0.2062,0.83663,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
ZMPSTE24,0.22295,0.54399,1.773,0.30681,0.75899,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
COL9A2,0.38413,1.0692,1.5992,0.6686,0.50375,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
SMAP2,3.8165,0.94347,0.59386,1.5887,0.11213,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL031985.4,0.17071,1.3436,4.0186,0.33435,0.73812,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
ZFP69B,0.24288,0.66694,3.428,0.19456,0.84574,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
ZFP69,0.072176,1.2114,4.0239,0.30104,0.76338,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
EXO5,0.093563,-0.31924,2.6332,-0.12124,0.9035,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
ZNF684,0.22728,1.8669,3.9599,0.47145,0.63732,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
RIMS3,0.015612,0.78783,4.0908,0.19258,0.84728,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
NFYC-AS1,0.58989,-0.83728,1.4701,-0.56953,0.56899,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
NFYC,1.0315,-0.43653,1.0955,-0.39847,0.69028,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
CITED4,0.21691,0.77929,2.9095,0.26784,0.78882,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
CTPS1,0.75062,0.5926,1.3041,0.45441,0.64953,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
SLFNL1,0.030581,0.19904,4.0358,0.049319,0.96067,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
