gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
ZBTB8B,0.28494,0.24232,2.5454,0.095199,0.92416,,Goblet,CD_vs_HC
ZBTB8A,3.0461,-0.020271,0.57966,-0.034971,0.9721,0.99303,Goblet,CD_vs_HC
ZBTB8OS,13.624,-0.51331,0.35249,-1.4562,0.14533,0.60933,Goblet,CD_vs_HC
RBBP4,17.143,0.29177,0.2604,1.1205,0.26252,0.74009,Goblet,CD_vs_HC
SYNC,2.1513,0.57468,0.66452,0.86481,0.38714,,Goblet,CD_vs_HC
AC114489.1,0.025083,-0.12923,3.7543,-0.034423,0.97254,,Goblet,CD_vs_HC
KIAA1522,11.513,-0.090433,0.30569,-0.29583,0.76736,0.95662,Goblet,CD_vs_HC
YARS,7.6949,0.119,0.32068,0.37109,0.71057,0.94402,Goblet,CD_vs_HC
S100PBP,3.5005,0.37101,0.59899,0.6194,0.53566,0.89201,Goblet,CD_vs_HC
HPCA,0.54331,0.44181,1.4328,0.30836,0.75781,,Goblet,CD_vs_HC
TMEM54,69.962,-0.2811,0.27359,-1.0274,0.30421,0.77864,Goblet,CD_vs_HC
RNF19B,5.6374,0.21444,0.38758,0.55328,0.58007,0.90913,Goblet,CD_vs_HC
AK2,13.192,0.015439,0.27569,0.056002,0.95534,0.9919,Goblet,CD_vs_HC
AZIN2,3.7178,0.48693,0.70432,0.69135,0.48935,0.87638,Goblet,CD_vs_HC
TRIM62,0.79916,-0.37781,1.1303,-0.33427,0.73818,,Goblet,CD_vs_HC
AL662907.3,0.07525,-0.69343,3.6899,-0.18793,0.85093,,Goblet,CD_vs_HC
ZNF362,1.3991,0.34644,0.86031,0.40269,0.68718,,Goblet,CD_vs_HC
AL513327.1,0.038723,0.94484,3.7407,0.25258,0.80059,,Goblet,CD_vs_HC
PHC2,3.9054,-0.6424,0.46642,-1.3773,0.16842,0.64254,Goblet,CD_vs_HC
ZSCAN20,0.46428,-1.6299,1.4983,-1.0878,0.27667,,Goblet,CD_vs_HC
SMIM12,4.4136,-0.33357,0.46868,-0.71171,0.47664,0.87228,Goblet,CD_vs_HC
GJB3,0.39394,-0.98829,1.3486,-0.73282,0.46367,,Goblet,CD_vs_HC
DLGAP3,0.065286,0.64228,3.3924,0.18933,0.84984,,Goblet,CD_vs_HC
AC114490.3,0.13945,-0.93157,1.9229,-0.48447,0.62805,,Goblet,CD_vs_HC
AC114490.2,0.11523,-0.27064,3.0504,-0.088725,0.9293,,Goblet,CD_vs_HC
TMEM35B,0.082308,0.82616,3.2229,0.25634,0.79769,,Goblet,CD_vs_HC
ZMYM6,3.9871,0.093339,0.46037,0.20275,0.83933,0.97284,Goblet,CD_vs_HC
ZMYM1,1.9315,-0.55974,0.56089,-0.99795,0.31831,,Goblet,CD_vs_HC
AL590434.1,0.086802,-0.98068,3.179,-0.30849,0.75771,,Goblet,CD_vs_HC
SFPQ,60.578,0.18397,0.19604,0.93843,0.34803,0.80523,Goblet,CD_vs_HC
ZMYM4,4.1714,0.84524,0.43606,1.9383,0.052581,0.43366,Goblet,CD_vs_HC
ZMYM4-AS1,0.025083,-0.12923,3.7543,-0.034423,0.97254,,Goblet,CD_vs_HC
KIAA0319L,24.59,-0.063564,0.25747,-0.24688,0.805,0.96452,Goblet,CD_vs_HC
NCDN,0.65758,1.7976,1.2523,1.4354,0.15116,,Goblet,CD_vs_HC
AC004865.2,0.24615,1.3172,3.3469,0.39355,0.69391,,Goblet,CD_vs_HC
TFAP2E,0.035409,-0.18027,3.7591,-0.047955,0.96175,,Goblet,CD_vs_HC
PSMB2,10.743,0.139,0.34292,0.40535,0.68522,0.93882,Goblet,CD_vs_HC
C1orf216,0.13037,0.94484,3.7407,0.25258,0.80059,,Goblet,CD_vs_HC
CLSPN,3.4939,-0.22687,0.70443,-0.32206,0.74741,0.95093,Goblet,CD_vs_HC
AL354864.1,0.035374,-0.12923,3.7543,-0.034423,0.97254,,Goblet,CD_vs_HC
AGO4,3.1461,-0.24783,0.61892,-0.40043,0.68884,0.93882,Goblet,CD_vs_HC
AGO1,3.6561,-0.24886,0.47541,-0.52347,0.60064,0.91571,Goblet,CD_vs_HC
AL139286.2,0.10048,0.1588,3.1153,0.050973,0.95935,,Goblet,CD_vs_HC
AGO3,7.2738,-0.043614,0.34827,-0.12523,0.90034,0.98262,Goblet,CD_vs_HC
AL138787.2,0.11481,1.4857,3.6944,0.40214,0.68758,,Goblet,CD_vs_HC
ADPRHL2,2.4373,1.0284,0.7043,1.4602,0.14422,,Goblet,CD_vs_HC
COL8A2,0.049306,0.31449,3.7086,0.084802,0.93242,,Goblet,CD_vs_HC
TRAPPC3,6.9193,0.34555,0.33878,1.02,0.30774,0.78145,Goblet,CD_vs_HC
MAP7D1,4.1297,0.83159,0.49163,1.6915,0.090745,0.5233,Goblet,CD_vs_HC
THRAP3,23.774,-0.0020058,0.23358,-0.0085875,0.99315,0.99808,Goblet,CD_vs_HC
SH3D21,0.95059,1.4432,1.183,1.2199,0.2225,,Goblet,CD_vs_HC
EVA1B,0.040203,1.1138,3.7209,0.29934,0.76468,,Goblet,CD_vs_HC
AL591845.1,0.19582,0.38021,1.8437,0.20622,0.83662,,Goblet,CD_vs_HC
STK40,6.7558,0.18493,0.47824,0.38669,0.69898,0.93951,Goblet,CD_vs_HC
LSM10,5.7624,-0.42338,0.3822,-1.1077,0.26797,0.7447,Goblet,CD_vs_HC
OSCP1,0.24447,1.0819,1.8054,0.59923,0.54902,,Goblet,CD_vs_HC
MRPS15,16.131,0.04388,0.32889,0.13342,0.89386,0.98241,Goblet,CD_vs_HC
CSF3R,0.37869,2.2498,1.9207,1.1713,0.24147,,Goblet,CD_vs_HC
LINC01137,0.53723,0.35829,1.2638,0.2835,0.7768,,Goblet,CD_vs_HC
ZC3H12A,17.889,-0.0048352,0.28199,-0.017147,0.98632,0.99625,Goblet,CD_vs_HC
MEAF6,7.3162,-0.44796,0.34627,-1.2937,0.19578,0.67141,Goblet,CD_vs_HC
SNIP1,4.5071,0.6101,0.59661,1.0226,0.30649,0.78077,Goblet,CD_vs_HC
DNALI1,2.5359,-0.37097,0.62583,-0.59277,0.55333,,Goblet,CD_vs_HC
GNL2,10.992,0.15191,0.3142,0.48347,0.62876,0.92211,Goblet,CD_vs_HC
C1orf109,1.6395,-0.31166,0.69353,-0.44938,0.65316,,Goblet,CD_vs_HC
CDCA8,2.8183,0.45065,0.514,0.87674,0.38063,,Goblet,CD_vs_HC
EPHA10,4.55,-0.16067,0.46022,-0.34911,0.72701,0.94677,Goblet,CD_vs_HC
MANEAL,0.366,0.35842,1.2854,0.27883,0.78037,,Goblet,CD_vs_HC
YRDC,1.9548,0.28927,0.5993,0.48268,0.62933,,Goblet,CD_vs_HC
C1orf122,8.2607,0.71763,0.4388,1.6354,0.10196,0.55161,Goblet,CD_vs_HC
MTF1,2.5536,-0.43177,0.65205,-0.66217,0.50786,,Goblet,CD_vs_HC
AL929472.2,0.025083,-0.12923,3.7543,-0.034423,0.97254,,Goblet,CD_vs_HC
INPP5B,2.8073,0.17802,0.51416,0.34624,0.72916,,Goblet,CD_vs_HC
SF3A3,6.4224,-0.095906,0.36088,-0.26576,0.79043,0.96013,Goblet,CD_vs_HC
UTP11,5.3006,0.38582,0.38784,0.99481,0.31983,0.78772,Goblet,CD_vs_HC
POU3F1,3.4866,-0.63384,0.50091,-1.2654,0.20574,0.68272,Goblet,CD_vs_HC
RRAGC,2.9572,0.15149,0.57141,0.26512,0.79092,0.96049,Goblet,CD_vs_HC
AL139260.1,0.061719,-0.64465,3.7066,-0.17392,0.86193,,Goblet,CD_vs_HC
MYCBP,3.3441,0.44196,0.44833,0.98579,0.32423,0.78784,Goblet,CD_vs_HC
AL139260.3,0.035409,-0.18027,3.7591,-0.047955,0.96175,,Goblet,CD_vs_HC
RHBDL2,7.025,-0.50915,0.45699,-1.1142,0.26521,0.74333,Goblet,CD_vs_HC
AKIRIN1,12.286,0.13245,0.36545,0.36244,0.71702,0.94508,Goblet,CD_vs_HC
